ticker,event_date,event_type,move_pct,price_at_event,catalyst_type,catalyst_summary,drug_name,nct_id,indication,phase,is_pivotal,pivotal_evidence,press_release_url,primary_endpoint_met,primary_endpoint_result,ct_official_title,ct_phase,ct_enrollment,ct_conditions,ct_status,ct_sponsor,ct_allocation,ct_primary_completion,market_cap_m,current_price,cash_position_m,cash_runway_months,short_percent,institutional_ownership,analyst_target,analyst_rating,data_quality_score,errors,timestamp,data_quality_threshold_passed,is_valid_date,atr_pct,normalized_move,move_magnitude,move_class
SAVA,2024-12-02,Loser,-10.16,3.45,Clinical Data,"No, there were no clinical trial data or results announced for SAVA (Cassava Sciences) on or around 2024-12-02; the Phase 3 RETHINK-ALZ and REFOCUS-ALZ results for simufilam in Alzheimer's were published later in a peer-reviewed article confirming failure to meet endpoints but favorable safety, with topline data planned for early 2025.[1][3]",simufilam,NCT04994483,Alzheimer Disease,Phase 3,True,Phase III ReThink-ALZ study designed as registrational trial for mild-to-moderate Alzheimer's disease,,No,Failed to meet co-primary endpoints of change in cognition (ADAS-COG12) and function (ADCS-ADL) after one year in ReThink-ALZ trial[1][4],"A Phase 3, Randomized, Double-blind, Placebo-controlled, Parallel-group, 52-week Study Evaluating the Safety and Efficacy of Simufilam 100 mg Tablets in Subjects With Mild-to-Moderate Alzheimer's Disease",PHASE3,804.0,Alzheimer Disease,COMPLETED,"Cassava Sciences, Inc.",RANDOMIZED,2024-10-02,102.9,2.13,106.08,15.0,0.15,0.29,8.0,none,0.82,"Missing financials: market_cap_m, current_price, cash_position_m",,True,True,102.12,0.1,Low,Low
SAVA,2024-12-06,Gainer,5.23,3.22,Clinical Data,"Cassava Sciences (SAVA) announced the publication of peer-reviewed Phase 3 results for simufilam in Alzheimer's disease (RETHINK-ALZ and REFOCUS-ALZ trials), confirming failure to meet prespecified endpoints but a favorable safety profile, with the company discontinuing the program.[1]",simufilam,NCT04994483,Alzheimer Disease,Phase 3,True,"Registrational studies that received Special Protocol Assessment (SPA) from the FDA, designed to support NDA filing if positive[2]",,No,RETHINK-ALZ and REFOCUS-ALZ trials failed to meet prespecified co-primary endpoints of change in cognition (ADAS-COG12) and function (ADCS-ADL) from baseline[1][3],"A Phase 3, Randomized, Double-blind, Placebo-controlled, Parallel-group, 52-week Study Evaluating the Safety and Efficacy of Simufilam 100 mg Tablets in Subjects With Mild-to-Moderate Alzheimer's Disease",PHASE3,804.0,Alzheimer Disease,COMPLETED,"Cassava Sciences, Inc.",RANDOMIZED,2024-10-02,102.9,2.13,106.08,15.0,0.15,0.29,8.0,none,0.82,"Missing financials: market_cap_m, current_price, cash_position_m",,True,True,124.5,0.04,Low,Low
APGE,2024-03-05,Gainer,42.07,59.3,Clinical Data,"Apogee Therapeutics announced positive interim Phase 1 results from its first-in-human trial of APG777, demonstrating a half-life of approximately 55 days and suppression of key biomarkers for 6 months following a single dose.",APG777,NCT06395948,Atopic Dermatitis,Phase 1,False,,,Yes,55-day half-life with 6-month biomarker suppression following single dose,"A Two-part, Multicenter, Randomized, Double-blind, Placebo-controlled Study to Evaluate the Safety and Efficacy of APG777 in Patients With Moderate-to-severe Atopic Dermatitis",PHASE2,470.0,Atopic Dermatitis,ACTIVE_NOT_RECRUITING,"Apogee Therapeutics, Inc.",RANDOMIZED,2026-11,4630.75,67.78,527.29,27.0,0.24,1.16,104.29,strong_buy,0.91,"Missing financials: market_cap_m, current_price, cash_position_m",2026-01-21T14:54:28.640864,True,True,5.21,8.07,High,High
FULC,2024-09-12,Loser,-61.13,3.44,Clinical Data,"Fulcrum Therapeutics' losmapimod failed to meet the primary endpoint in the Phase 3 REACH study for facioscapulohumeral muscular dystrophy (FSHD), showing only a 0.013 improvement in RSA compared to 0.010 in placebo at week 48, causing a 61.1% stock decline on September 12, 2024.",losmapimod,NCT04264442,Facioscapulohumeral muscular dystrophy (FSHD),Phase 3,True,"The REACH study was the Phase 3 trial evaluating losmapimod for FSHD treatment, representing the pivotal efficacy study for this indication.",,No,0.013 improvement in RSA (losmapimod) vs 0.010 improvement in RWS (placebo) at week 48,"A Phase 2, Randomized, Double-Blind, Placebo-Controlled, 48-Week, Parallel-Group Study of the Efficacy and Safety of Losmapimod in Treating Subjects With Facioscapulohumeral Muscular Dystrophy (FSHD) With Open-Label Extension (OLE)",PHASE2,76.0,Facioscapulohumeral Muscular Dystrophy (FSHD),TERMINATED,Fulcrum Therapeutics,,2024-11-07,701.26,10.63,200.64,40.0,0.08,0.88,19.1,buy,0.91,"Missing financials: market_cap_m, current_price, cash_position_m",2026-01-21T14:47:04.186193,True,True,7.44,8.22,High,High
BHVN,2025-11-14,Gainer,2.72,8.3,Clinical Data,"Biohaven announced Phase 2 proof-of-concept study results for BHV-7000 in major depressive disorder on December 24, 2025, which missed the primary MADRS endpoint but showed trends favoring the drug in severe depression subgroups and an acceptable safety profile.[1][5]",BHV-7000,NCT06309966,major depressive disorder,Phase 2,False,,,No,"Did not meet primary endpoint of reduction in MADRS score over 6 weeks compared to placebo, but showed trends favoring BHV-7000 in severe depression subgroups.","A Phase 2/3 Multicenter, Randomization, Double-Blind, Placebo-Controlled, Study to Evaluate the Efficacy, Safety and Tolerability of BHV-7000 in Subjects With Refractory Focal Onset Epilepsy",PHASE2/PHASE3,390.0,Focal Epilepsy,RECRUITING,Biohaven Therapeutics Ltd.,RANDOMIZED,2026-05,1490.09,11.23,260.22,4.0,0.17,0.9,20.94,none,0.82,"Missing financials: market_cap_m, current_price, cash_position_m",,True,True,19.24,0.14,Low,Low
SGMO,2024-07-24,Gainer,40.0,0.56,Clinical Data,"Sangamo Therapeutics shares gained 40% on July 24, 2024, following the release of positive Phase 3 data from its Pfizer-partnered hemophilia A gene therapy candidate giroctocogene fitelparvovec, which met its primary endpoint and showed superiority in key secondary endpoints compared to prophylaxis.[3][1]",giroctocogene fitelparvovec,NCT05568719,hemophilia A,Phase 3,True,Phase 3 study of an investigational hemophilia A gene therapy for adults[1],,Yes,,"A PHASE 3, NON-INVESTIGATIONAL PRODUCT, MULTI COUNTRY COHORT STUDY TO DESCRIBE THE LONG-TERM SAFETY AND EFFECTIVENESS OF A PRIOR SINGLE-DOSE TREATMENT WITH INVESTIGATIVE GIROCTOCOGENE FITELPARVOVEC OR FIDANACOGENE ELAPARVOVEC IN PARTICIPANTS WITH HEMOPHILIA A OR HEMOPHILIA B, RESPECTIVELY",PHASE3,263.0,Hemophilia A; Hemophilia B,RECRUITING,Pfizer,NON_RANDOMIZED,2040-02-25,135.0,0.4,29.6,,,,,,0.91,,2026-01-21T14:56:18.193631,True,True,12.32,3.25,High,High
VSTM,2024-06-06,Loser,-3.96,3.64,Clinical Data,"Verastem Oncology (VSTM) announced positive initial interim safety and efficacy results from the RAMP 205 Phase 1/2 trial on May 23, 2024, with 83% (5/6) confirmed partial responses in cohort 1, presented at ASCO on June 1, 2024, and updated results announced around June 2, 2024.[1][2]",avutometinib plus defactinib,NCT06630260,metastatic pancreatic ductal adenocarcinoma,Phase 1/2,False,,,Unclear,Initial interim results showed 83% (5/6) confirmed partial responses (ORR) in cohort 1 receiving avutometinib plus defactinib with gemcitabine and nab-paclitaxel.,A Phase 1/2 Trial of the Doublet Combination of Avutometinib and Defactinib and as a Triplet in Combination With Temozolomide in Patients With High Grade Malignant Brain Tumours Within the 5G Platform,PHASE1/PHASE2,182.0,"Glioblastoma Multiforme (GBM); Glioblastoma Multiform (Grade IV Astrocytoma); Diffuse Hemispheric Glioma, H3 G34-Mutant; Malignant Primary Gliomas",RECRUITING,"Institute of Cancer Research, United Kingdom",NON_RANDOMIZED,2029-09-30,446.65,5.93,137.71,12.0,0.22,0.99,16.62,strong_buy,0.82,"Missing financials: market_cap_m, current_price, cash_position_m",,True,True,30.18,0.13,Low,Low
VSTM,2024-05-24,Loser,-66.17,4.12,Clinical Data,"Verastem announced a rolling FDA submission for avutometinib plus defactinib in recurrent low-grade serous ovarian cancer (LGSOC), but the response rate in the RAMP 201 trial declined from an initially reported 45% to 27% overall (37% in KRAS mutant patients), and the addressable population was narrowed to only KRAS-mutated patients, causing a 66% stock decline.",avutometinib plus defactinib,NCT05669482,Recurrent low-grade serous ovarian cancer (LGSOC),Phase 2,True,rolling submission of the NDA to the FDA for accelerated approval,,No,27% overall response rate (45% previously reported in December 2023); 37% in KRAS mutant patients; 15% in patients with no KRAS mutation,A Phase 1b/2a Study of Gemcitabine and Nab-paclitaxel in Combination With Avutometinib (VS-6766) and Defactinib in Patients With Previously Untreated Metastatic Adenocarcinoma of the Pancreas,PHASE1/PHASE2,40.0,KRAS Activating Mutation; Metastatic Cancer; Pancreas Cancer; Neoplasms Pancreatic; Malignant Neoplasm of Pancreas,ACTIVE_NOT_RECRUITING,"Verastem, Inc.",NON_RANDOMIZED,2026-08-31,,,,,,,,,0.64,"Missing financials: market_cap_m, current_price, cash_position_m",2026-01-21T14:46:11.941343,False,True,6.73,9.83,High,High
SRPT,2025-07-23,Loser,-2.2,13.32,Clinical Data,"Sarepta Therapeutics (SRPT) announced positive topline three-year EMBARK clinical trial results for ELEVIDYS on or around July 23, 2025, showing statistically significant and durable efficacy in slowing DMD motor function decline by ≥70% versus controls with no new safety signals.[1]",ELEVIDYS,NCT05967351,Duchenne Muscular Dystrophy,Phase 3,True,"EMBARK is a global, randomized placebo-controlled Phase 3 study that served as the pivotal trial supporting ELEVIDYS full approval.",,No,"Missed primary endpoint of improvement in NSAA versus placebo at one year, but showed statistically significant slowing of disease progression (≥70%) on key functional measures versus external controls at three years.","A Phase 3, Multinational, Long-term Follow-up Study to Evaluate Safety and Efficacy in Subjects Who Have Previously Received SRP-9001 in a Clinical Study",PHASE3,400.0,Duchenne Muscular Dystrophy,ENROLLING_BY_INVITATION,"Sarepta Therapeutics, Inc.",,2033-10-31,1978.38,18.88,850.99,41.0,0.25,0.9,21.43,hold,0.82,"Missing financials: market_cap_m, current_price, cash_position_m",,True,True,15.02,0.15,Low,Low
GRAL,2025-03-17,Loser,-2.05,29.13,Clinical Data,"No clinical trial data or results for GRAL (Galleri) were announced on or around March 17, 2025; PATHFINDER 2 results were announced on October 17, 2025.",Galleri,NCT05673018,multi-cancer early detection (12 deadly cancers),,True,central to FDA premarket approval submission and designed to demonstrate population-level impact for national screening program,,No,Did not meet primary endpoint of statistically significant reduction in combined Stage III–IV cancers,REACH Study: Galleri® in the Medicare Population.,,50000.0,Cancer,RECRUITING,"GRAIL, Inc.",NON_RANDOMIZED,2030-09,1957.3,50.21,540.13,19.0,0.15,0.78,114.4,buy,0.82,"Missing financials: market_cap_m, current_price, cash_position_m",,True,True,16.95,0.12,Low,Low
KALA,2025-10-16,Loser,-2.13,1.38,Clinical Data,"KALA Bio announced topline results from its CHASE Phase 2b clinical trial of KPI-012 for PCED on September 29, 2025, reporting failure to meet primary and key secondary endpoints, though the drug was well-tolerated; no announcements occurred on or around October 16, 2025.",KPI-012,NCT05727878,Persistent Corneal Epithelial Defect,Phase 2b,False,,,No,Failed to meet primary endpoint of complete healing of PCED at Week 8.,A Study to Evaluate Safety and Efficacy of KPI-012 Ophthalmic Solution in Participants With Persistent Corneal Epithelial Defect (PCED),PHASE2,103.0,Persistent Corneal Epithelial Defect,TERMINATED,"Combangio, Inc",RANDOMIZED,2025-09-29,346.31,0.38,21.1,7.0,0.03,0.01,,none,0.82,"Missing financials: market_cap_m, current_price, cash_position_m",,True,True,108.35,0.02,Low,Low
TERN,2025-12-08,Gainer,37.02,40.23,Clinical Data,"Terns Pharmaceuticals presented updated Phase 1 CARDINAL trial data for TERN-701 showing 64% major molecular response (18/28 patients) at 24 weeks across all evaluable patients dosed 160-500 mg, and 75% (18/24) in patients dosed at 320 mg and above, demonstrating a clear dose-response relationship in relapsed/refractory chronic myeloid leukemia.",TERN-701,NCT06163430,Relapsed/refractory chronic myeloid leukemia (CML),Phase 1,False,,,Yes,64% major molecular response (18/28 patients) at 24 weeks across all doses; 75% (18/24) at 320 mg and above,"A Phase 1/2 Clinical Trial to Evaluate the Safety, Tolerability, Pharmacokinetics, and Efficacy of TERN-701 in Participants With Chronic Myeloid Leukemia",PHASE1/PHASE2,180.0,"Chronic Myeloid Leukemia, Chronic Phase; Chronic Myeloid Leukemia",RECRUITING,"Terns, Inc.",RANDOMIZED,2029-11-30,512.0,4.85,189.0,18.0,12.4,68.2,8.5,Buy,0.91,,2026-01-21T14:58:12.225932,True,True,6.85,5.4,High,High
FDMT,2024-07-17,Loser,-31.96,18.2,Clinical Data,"4D Molecular Therapeutics' stock dropped 32% on July 17, 2024, after releasing interim data from the PRISM Phase 1/2 trial of 4D-150 for wet AMD that disappointed investors, along with details on the planned Phase 3 4FRONT program.",4D-150,NCT05930561,wet AMD,Phase 1/2,False,,,Unclear,,"A Phase 2 Randomized, Active-Controlled, Double-masked Trial of Intravitreal 4D-150 Gene Therapy in Adults With Diabetic Macular Edema (SPECTRA)",PHASE2,72.0,Diabetic Macular Edema; Diabetic Retinopathy,ACTIVE_NOT_RECRUITING,4D Molecular Therapeutics,NON_RANDOMIZED,2029-02-28,285.4,12.45,142.7,18.0,15.2,68.4,18.5,Buy,0.91,,2026-01-21T15:04:38.797792,True,True,4.96,6.44,High,High
SMMT,2025-04-25,Loser,-36.06,23.47,Clinical Data,"Summit Therapeutics stock plunged 36.1% after disappointing longer-term follow-up data from the HARMONi-6 trial of ivonescimab showed the interim results failed to meet statistical significance (set at an exceptionally high p-value of 0.0001) and revealed potential overall survival harm in North American and European patients, contrasting with promising signals from Chinese studies.",ivonescimab,NCT07229417,Non-small cell lung cancer (EGFR-mutant),Phase 3,True,HARMONi-6 is a global late-stage trial; HARMONi-2 showed hazard ratio of 0.777 with threshold of 0.80 deemed meaningful by oncologists,,No,Hazard ratio 0.784 (interim results missed statistical significance threshold of p=0.0001); potential overall survival harm signal in North American and European populations,IvoLoC Trial: A Phase II Trial Evaluating the Efficacy of Ivonescimab in Metastatic Endocrine Refractory HR-positive HER2-negative or Triple Negative Invasive Lobular Carcinoma,PHASE2,29.0,Metastatic Endocrine Refractory; Triple Negative Invasive Lobular Carcinoma,RECRUITING,M.D. Anderson Cancer Center,,2027-09-30,2850.0,12.45,182.0,18.0,22.5,78.3,28.5,Strong Buy,0.91,,2026-01-21T14:59:12.052946,True,True,8.56,4.21,High,High
BIOA,2024-12-10,Loser,-3.87,4.47,Clinical Data,"BioAge Labs (BIOA) announced on December 6, 2024, the discontinuation of the STRIDES Phase 2 clinical trial for azelaprag due to unexpected liver transaminitis observed in some patients, sharing safety data but no efficacy results.[3][1]",azelaprag,NCT06515418,Obesity,Phase 2,False,,,Unclear,Trial discontinued due to unexpected liver transaminitis in 11 of 204 patients on azelaprag; no efficacy results released.,"A Phase 2, Randomized, Double-Blind, Placebo-Controlled, Parallel-Arm Proof-of-Concept Study to Investigate Efficacy and Safety of Oral Azelaprag Plus Once Weekly Tirzepatide Compared with Tirzepatide Alone in Participants with Obesity Aged 55 Years and Over (STRIDES)",PHASE2,204.0,Obesity,TERMINATED,"BioAge Labs, Inc.",RANDOMIZED,2025-02-06,856.34,20.51,285.78,58.0,0.03,0.64,33.33,buy,0.82,"Missing financials: market_cap_m, current_price, cash_position_m",,True,True,6.03,0.64,Low,Low
VYNE,2025-08-12,Gainer,2.05,0.35,Clinical Data,"VYNE Therapeutics announced topline results from its Phase 2b trial of repibresib gel in nonsegmental vitiligo in July 2025, which missed primary and key secondary endpoints, leading to trial termination; no announcements occurred on or around August 12, 2025.",repibresib gel,,nonsegmental vitiligo,Phase 2b,False,,,No,Did not meet primary endpoint of proportion of subjects achieving F-VASI50 or key secondary endpoint of F-VASI75.,,,,,,,,,19.8,0.59,32.7,10.0,0.02,0.27,2.0,none,0.55,"Missing financials: market_cap_m, current_price, cash_position_m",,False,True,48.56,0.04,Low,Low
TNGX,2025-05-19,Gainer,52.67,2.29,Clinical Data,"Tango Therapeutics announced initiation of TNG462-C102, a Phase 1/2 study evaluating TNG462 in combination with RMC-6236 or RMC-9805 in patients with MTAP loss and RAS mutant metastatic pancreatic adenocarcinoma or non-small cell lung cancer, with study start date of May 31, 2025.",TNG462,NCT06922591,Pancreatic adenocarcinoma (PDAC) and non-small cell lung cancer (NSCLC) with MTAP loss and RAS mutation,Phase 1/2,False,,,,,,,,,,,,,245.3,3.87,68.4,12.0,4.2,28.7,11.5,Buy,0.73,,2026-01-21T17:33:49.852217,True,True,12.1,4.35,High,High
IRON,2024-04-01,Loser,-45.05,34.21,Clinical Data,"Disc Medicine (IRON) stock plummeted 45% on April 1, 2024, after announcing mixed results from the phase 2 AURORA study of bitopertin in patients with erythropoietic protoporphyria.",bitopertin,NCT02019290,erythropoietic protoporphyria,Phase 2,False,,,Unclear,,"A SINGLE CENTER, OPEN LABEL, FIXED SEQUENCE STUDY TO INVESTIGATE THE EFFECT OF MULTIPLE DOSE BITOPERTIN ON SINGLE DOSE PHARMACOKINETICS OF MIDAZOLAM IN HEALTHY VOLUNTEERS",PHASE1,0.0,Healthy Volunteer,WITHDRAWN,Hoffmann-La Roche,NON_RANDOMIZED,2014-03-31,2112.12,55.95,615.92,44.0,0.12,1.04,111.0,strong_buy,0.91,"Missing financials: market_cap_m, current_price, cash_position_m",2026-01-21T14:52:33.522109,True,True,6.18,7.29,High,High
